item_code,item_name,famille,sous_famille,sous_famille_code,nouveau_code,nouvelle_description
277317066,SOLID STATE RELAYDC60MP,EL,EL-RE,RE,EL-RE-SOL-001,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
277317078,THERMOCOUPLE J PROBE(BETA PACK,IN,IN-TH,TH,IN-TH-THE-014,THERMOCOUPLE [Type: K/J/T] [Longueur Gaine] [Raccordement]
277317087,THERMOCOUPLE,IN,IN-TH,TH,IN-TH-THE-015,THERMOCOUPLE [Type: K/J/T] [Longueur Gaine] [Raccordement]
277317093,LIMIT SWITCH TELEMECH.IEC/ENG,EE,EE-CP,CP,EE-CP-LIM-013,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
277317116,GRUB SCREW M4*8NICHROME,ME,ME-VI,VI,ME-VI-M04-004,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
277317336,FLANGED MOTOR JL2-B3-2/3-03KW,EL,EL-MO,MO,EL-MO-030-001,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
277317548,KTM.WP 11181P SENSOR PHOTO MARK SENSEOR SICK SENSOR,EE,EE-CP,CP,EE-CP-KTM-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
277317549,PNEUMATIC PIPE 16MM FESTO FESTO 16MM PIPE PNEUMATIC PIPE 16MM,PN,PN-RA,RA,PN-RA-016-001,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
277317551,SEAL HEAD INSERT 110891C,ME,ME-JO,JO,ME-JO-SEA-033,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
277317553,SILICONE RUBBER 1.2MX5MX3MM,CS,CS-AM,AM,CS-AM-003-001,
277317557,"GUARDMASSAFETYRELAYMSR127RP/TP 24VAC/DC, 115V ACOR230VAC 50/60 HZ",EL,EL-RE,RE,EL-RE-050-002,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
277317558,CONTACTOR 18.5KW 220V AC COIL ABB_AF38-30-00-13_220AC (400 V) 18.5 KW,EL,EL-CO,CO,EL-CO-018-001,CONTACTEUR [Intensité/A] BOBINE [Tension/V] [Nbr Contacts NO/NF]
277317559,"POWER CONTACTOR 4KW,24VDC COIL AF09-30-10-11 4 KW / 400 V AC (AC-3)",EL,EL-CO,CO,EL-CO-030-001,CONTACTEUR [Intensité/A] BOBINE [Tension/V] [Nbr Contacts NO/NF]
277317561,IFM EVT135 SENSOR CABLE <50AC/<60DC CONNECTOR 1XM8 STRAIGHT,EL,EL-CA,CA,EL-CA-IFM-001,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
277317569,DOUBLE NIPPLE E-1/8-1/8 3573,PN,PN-RA,RA,PN-RA-001-045,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
277317571,AV2000F025DZBASOFTSTARTUPVALVE,PN,PN-EV,EV,PN-EV-AV2-001,"ELECTROVANNE PNEU [Fonction: 5/2, 3/2] [Filetage] [Tension Commande]"
277317574,V-BELT SPZ 1600,ME,ME-CO,CO,ME-CO-SPZ-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
277417001,COMPR SPRING 2254807500 ATLAS COPCO 132,PN,PN-CO,CO,PN-CO-COM-006,COMPRESSEUR AIR [Puissance/kW] [Débit] [Capacité Cuve/L] [Pression]
277417081,THERMOCOUPLE SENSORNIL-2264,IN,IN-TH,TH,IN-TH-THE-016,THERMOCOUPLE [Type: K/J/T] [Longueur Gaine] [Raccordement]
300102016,PUSHBUTTON 30116016,EL,EL-CO,CO,EL-CO-PUS-004,CONTACTEUR [Intensité/A] BOBINE [Tension/V] [Nbr Contacts NO/NF]
300102017,HOSE 30557380,HY,HY-FL,FL,HY-FL-HOS-005,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
300102018,LUBRICANT PTFE SYSTEM TT 163,CS,CS-GC,GC,CS-GC-LUB-002,
300102021,SHAFT SEALING RING,ME,ME-JO,JO,ME-JO-RDS-005,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
300102031,SWITCH 30116030,EE,EE-CP,CP,EE-CP-SWI-005,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
300102041,LUBRICATOR 30446041,CS,CS-GC,GC,CS-GC-LUB-003,
300102053,AUTOM. CIRCUIT BREAKER34000053,EL,EL-DI,DI,EL-DI-AUT-001,"DISJONCTEUR [Type: [VIDE,BAIN D'HUILE,GAZ,MOTEUR,MANETTE]  [Calibre/A] [Tension/Volt][Nbr Pôles] [Fabricant]"
300102055,AUTOM. CIRCUIT BREAKER34000055,EL,EL-DI,DI,EL-DI-AUT-002,"DISJONCTEUR [Type: [VIDE,BAIN D'HUILE,GAZ,MOTEUR,MANETTE]  [Calibre/A] [Tension/Volt][Nbr Pôles] [Fabricant]"
300102086,AUTOM. CIRCUIT BREAKER34000086,EL,EL-DI,DI,EL-DI-AUT-003,"DISJONCTEUR [Type: [VIDE,BAIN D'HUILE,GAZ,MOTEUR,MANETTE]  [Calibre/A] [Tension/Volt][Nbr Pôles] [Fabricant]"
300102102,AUTOM. CIRCUIT BREAKER34000102,EL,EL-DI,DI,EL-DI-AUT-004,"DISJONCTEUR [Type: [VIDE,BAIN D'HUILE,GAZ,MOTEUR,MANETTE]  [Calibre/A] [Tension/Volt][Nbr Pôles] [Fabricant]"
300102103,AUTOM. CIRCUIT BREAKER34000103,EL,EL-DI,DI,EL-DI-AUT-005,"DISJONCTEUR [Type: [VIDE,BAIN D'HUILE,GAZ,MOTEUR,MANETTE]  [Calibre/A] [Tension/Volt][Nbr Pôles] [Fabricant]"
300102104,AUTOM. CIRCUIT BREAKER34000104,EL,EL-DI,DI,EL-DI-AUT-006,"DISJONCTEUR [Type: [VIDE,BAIN D'HUILE,GAZ,MOTEUR,MANETTE]  [Calibre/A] [Tension/Volt][Nbr Pôles] [Fabricant]"
300102112,CONVEYOR BELT 32053903,ME,ME-CO,CO,ME-CO-CON-001,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
300102149,BOLT 31098149,ME,ME-VI,VI,ME-VI-BOL-003,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
300102151,CHAIN TIGHTENING WHEEL,ME,ME-CH,CH,ME-CH-CHA-005,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
300102158,MOTOR PROTECTION32281158,EL,EL-MO,MO,EL-MO-MOT-005,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
300102197,INDUCTIVE SWITCH,EE,EE-CP,CP,EE-CP-IND-004,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
300102199,HEXAGON NUT 30303199,ME,ME-VI,VI,ME-VI-HEX-003,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
300102205,HOSE 300507005,HY,HY-FL,FL,HY-FL-HOS-006,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
300102213,HOSE 30568213,HY,HY-FL,FL,HY-FL-HOS-007,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
300102220,JOINT HEAD 30587220,ME,ME-JO,JO,ME-JO-JOI-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
300102244,JOINT HEAD 30587244,ME,ME-JO,JO,ME-JO-JOI-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
300102270,CABLE 30645270,EL,EL-CA,CA,EL-CA-CAB-006,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
300102356,CYLINDER 30601356,HY,HY-VE,VE,HY-VE-CYL-028,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
300102358,HAXAGON SCREW,ME,ME-VI,VI,ME-VI-HAX-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
300102363,HEXAGON NUT 30139363,ME,ME-VI,VI,ME-VI-HEX-004,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
300102375,ROLLER CHAIN 30145375,ME,ME-CH,CH,ME-CH-RLR-001,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
300102396,CHAIN WHEEL 31021396,ME,ME-CH,CH,ME-CH-CHA-006,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
300102400,SWITCH 30581400,EE,EE-CP,CP,EE-CP-SWI-006,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
300102464,MOTOR 30602464,EL,EL-MO,MO,EL-MO-MOT-006,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
300102533,HEXAGON NUT 30139533,ME,ME-VI,VI,ME-VI-HEX-005,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
300102538,NUT 30647528,ME,ME-VI,VI,ME-VI-NUT-004,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
300102603,ROLLER CHAIN 30473603,ME,ME-CH,CH,ME-CH-RLR-002,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
300102634,CYLINDER PLATE 32546634,HY,HY-VE,VE,HY-VE-PLT-001,VERIN HYDRAULIQUE [Type] Ø[Piston]/Ø[Tige]X[Course] [Pression Max]
300102636,O-RING 30035703,ME,ME-JO,JO,ME-JO-RIN-036,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
300102643,HOSE 30239849,HY,HY-FL,FL,HY-FL-HOS-008,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
300102644,GEAR BOX 30628635,ME,ME-EN,EN,ME-EN-GEA-013,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
300102665,POWER SUPPLY 32559665,EE,EE-CA,CA,EE-CA-POW-010,CARTE ELECTRONIQUE [Fonction/Usage] [Réf Modèle] [Constructeur]
300102696,BEARING PLUG 30530751,ME,ME-RO,RO,ME-RO-305-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
300102722,SEALING RING 30274722,ME,ME-JO,JO,ME-JO-SEA-034,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
300102758,HEXAGONE NUT 30581758,ME,ME-VI,VI,ME-VI-HEX-006,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
300102793,PROXIMITY SWITCH30621793,EE,EE-CP,CP,EE-CP-PRO-009,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
300102800,O'RING 30447800,ME,ME-JO,JO,ME-JO-RIN-037,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
300102846,ROLLER CHAIN 30195846,ME,ME-CH,CH,ME-CH-RLR-003,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
300102850,CHAIN WHEEL 30624850,ME,ME-CH,CH,ME-CH-CHA-007,CHAINE ROULEAUX [Pas] [Type: SIMPLEX/DUPLEX] L=[Nbr Maillons/Longueur en mm]
300102938,V-BELT 30615938,ME,ME-CO,CO,ME-CO-BEL-012,COURROIE [Type: Profil(TRAP/DENT/plate)] [dimension: L=[Longueurx epaisseur  en mm]
311505197,TEMPERATURE REGULATOR,PN,PN-RE,RE,PN-RE-TEM-003,REGULATEUR PRESSION [Filetage] [Plage/Bars] [Options: MANOMETRE/FILTRE]
312002033,JOINT PALIER SKF TSNA 516A REP,ME,ME-JO,JO,ME-JO-JOI-003,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312002034,MOTEUR SYSTEMEREGULATION REP10,EL,EL-MO,MO,EL-MO-MOT-007,MOTEUR ASYNCHRONE [Puissance/kW] [Vitesse/tr/min] [Fixation] [Tension]
312002043,VIS FIXATION RACLEUR REP 1034,ME,ME-VI,VI,ME-VI-VIS-006,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
312002048,JOINT TROU D'HOMME REP 1051,ME,ME-JO,JO,ME-JO-JOI-004,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312002052,JOINT CLAPET DE REGLAGE REP 10,ME,ME-JO,JO,ME-JO-JOI-005,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312002053,JOINT INTRODUCTION REP 3013,ME,ME-JO,JO,ME-JO-RDS-006,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312002054,DISJONCTEUR A GAZ/2000A/24KV 50Hz/SF6/TYPE=2425F 20KV ELECTRICAL DISTRIBUTION,EL,EL-DI,DI,EL-DI-DIS-014,"DISJONCTEUR [Type: [VIDE,BAIN D'HUILE,GAZ,MOTEUR,MANETTE]  [Calibre/A] [Tension/Volt][Nbr Pôles] [Fabricant]"
312002055,GLOBE SOUPAPE DN20 PN25-40BAR L=150 H=235 G=125 GLOBE VALVE VALVE FOR BOILER MOC: MS,CS,CS-GC,GC,CS-GC-020-002,
312002056,GLOBE SOUPAPE DN25 PN25-40BAR L=160 H=245 G=125 GLOBE VALVE VALVE FOR BOILER MOC: MS,CS,CS-GC,GC,CS-GC-025-001,
312002057,GLOBE SOUPAPE DN40 PN25-40BAR L=200 H=275 G=150 GLOBE VALVE VALVE FOR BOILER MOC: MS,CS,CS-GC,GC,CS-GC-040-002,
312002058,GLOBE SOUPAPE DN50 PN25-40BAR L=230 H=275 G=150 GLOBE VALVE VALVE FOR BOILER MOC: MS,CS,CS-GC,GC,CS-GC-050-001,
312002059,GLOBE SOUPAPE DN80 PN25-40BAR L=310 H=375 G=200 GLOBE VALVE VALVE FOR BOILER MOC: MS,CS,CS-GC,GC,CS-GC-080-001,
312002064,"O - RING ID47,2 X 3,5 PART NUMBER : 015400891",ME,ME-JO,JO,ME-JO-047-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312002069,RING GEAR FOR ROTEXGS COUPLING SIZE 24 HYTREL GREEN 64SH-D,ME,ME-EN,EN,ME-EN-RIN-001,ENGRENAGE [Type: DROIT/HELIC] [Module]  [Ø exterieur/Matière][Ø Alésage/Matière]
312002070,O-RING E540-80 ⌀ 253.37X ⌀ 5.33,ME,ME-JO,JO,ME-JO-RIN-038,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312002071,HOT WATER FLOW METER,IN,IN-DE,DE,IN-DE-HOT-001,DEBITMETRE [Type] [Plage Débit] [DN/Raccordement] [Sortie]
312002073,JOINT EP2 259X240MM,ME,ME-JO,JO,ME-JO-259-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312002084,THERMAX FLAME DETECTOR / MODEL : UVCELL QRA2 / FOR 6TPH BOILER THERMAX,CS,CS-GC,GC,CS-GC-THE-001,
312002108,"THERMAX BOUCHON EN BRONZE 1"" BSP, IBRC/ THERMAX BOILER PLUG",CS,CS-GC,GC,CS-GC-THE-002,
312003008,SULZER GLOBE DN80 VALV 202AE PN25-40 BOTH END FLANGED FOR SULZER BOILER,CS,CS-GC,GC,CS-GC-040-003,
312003010,CONTRE ELECTRODE 330x260x180mm SULZER II TYPE 4273,CS,CS-SC,SC,CS-SC-330-001,
312003013,GLOBE SOUPAPE DN15 PN25-40BAR L=130 H=235 G=125 GLOBE VALVE VALVE FOR BOILER MOC: MS,CS,CS-GC,GC,CS-GC-015-001,
312003014,"GLOBE SOUPAPE DN65 PN25-40BAR L=280, PN 25-40BAR FLANGE END FOR BOILER LINE MOC: MS",CS,CS-GC,GC,CS-GC-280-001,
312003015,GLOBE VALVE DN200 PN 25-40 ROBINET A SOUPAPE A216 GR WCB VALVE FOR STEAM LINE IN BOILER,CS,CS-GC,GC,CS-GC-200-001,
312003016,GLOBE VALVE DN150 PN25-40 ROBINET A SOUPAPE A216 GR WCB VALVE FOR STEAM LINE IN BOILER,CS,CS-GC,GC,CS-GC-150-001,
312005003,JOINT EP2 249 X 194 KLINGEROIL REF. 018,ME,ME-JO,JO,ME-JO-249-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005004,JOINT EP2 95 X 65 KLINGEROILIT REF. 014,ME,ME-JO,JO,ME-JO-095-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005005,JOINT EP2 152 X 132 KLINGEROIL REF. 015,ME,ME-JO,JO,ME-JO-152-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005006,JOINT EP2 152 X 96 KLINGEROILI REF. 006,ME,ME-JO,JO,ME-JO-152-002,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005007,JOINT EP2 152 X 112 KLINGEROIL REF. 013,ME,ME-JO,JO,ME-JO-152-003,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005008,RELAIS DE SURVEILLANCETENSION,EL,EL-RE,RE,EL-RE-REL-029,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
312005016,RELAIS INTERVALLE TEMPSTZMP 23,EL,EL-RE,RE,EL-RE-REL-030,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
312005018,ALARM SYSTEM EAO TYPE AS5016 2,SE,SE-AL,AL,SE-AL-ALA-002,ALARME SONORE [Type: SIRENE/BUZZER] [Puissance/dB] [Tension V]
312005020,VIS FIXATION M12x35 REF 1060  PORTE TUYERE,ME,ME-VI,VI,ME-VI-M12-004,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
312005021,VIS M6x15 MM,ME,ME-VI,VI,ME-VI-M06-007,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
312005025,POSITIONNEUR PNEUMATIQUE MODEL,PN,PN-RA,RA,PN-RA-POS-001,RACCORD PNEUMATIQUE [Type: INSTANT/NIPPLE] Ø[Tube] [Filetage]
312005031,CORP DE PALIER REF:2031 CCM SULZER 137.312.891.001 COMPLETE SET FOR BOILER1&2,CS,CS-GC,GC,CS-GC-137-001,
312005038,"PULLEY FOR CIRCUALTION PUMP REF:009, ART : 103.008.747.009 POULIE FOR SULZER BOILER-1",HY,HY-PO,PO,HY-PO-009-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
312005058,"RACLEUR SHAFT BEARING HOUSING SULZER-1 CIRC PUMP SHAFT SS BODY, OEM VAPEC",ME,ME-RO,RO,ME-RO-001-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
312005059,"AXE POMPE DE CIRCULATION SULZER-2 BOILER, REF 2048 SHAFT FOR BOILER-2",HY,HY-PO,PO,HY-PO-002-007,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
312005070,O-RING D=63.17*2.62 EPDM80SH,ME,ME-JO,JO,ME-JO-063-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005071,PRESSURE RING FOR BOILER HOUSE 300000,CS,CS-GC,GC,CS-GC-PRE-001,
312005090,LEVEL ELECTRODE GESTRATYPE NRG,CS,CS-SC,SC,CS-SC-LEV-001,
312005092,THERMOSTAT GEFRANTYPE TC1M,IN,IN-TE,TE,IN-TE-THE-004,SONDE TEMPERATURE [Type: PT100/TC-K] L=[Longueur] Ø[Tige]
312005096,DIGITAL MODULE X20 DO 6321 DIGITAL OUTPUT 6321 DIGITAL MODULE BER,ME,ME-RO,RO,ME-RO-DIG-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
312005097,SWITCHING AMPLIFIER NRS1-51 230V AC,EE,EE-CP,CP,EE-CP-SWI-007,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
312005098,HIGH LEVEL SENSOR NRG 16 - 51 GESTRA MAKE,EE,EE-CP,CP,EE-CP-HIG-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
312005102,JOINT DE COUVERCLEBOITIER DE R,ME,ME-JO,JO,ME-JO-JOI-006,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005105,GOUJON M16*60MM (SULZER SPX 30,ME,ME-VI,VI,ME-VI-016-001,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
312005111,VIS DE FIXATION PORTE 1060,ME,ME-VI,VI,ME-VI-VIS-007,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
312005115,SECURITY RELAIS TYPE C3-A30 AC,EL,EL-RE,RE,EL-RE-SEC-001,RELAIS [Type: EMBROCHABLE/STAT] BOBINE [Tension/V] [Nbr Contacts]
312005118,PROTECTION DISC 2PARTS103.008.,SE,SE-PM,PM,SE-PM-PRO-001,PROTECTION MACHINE [Type: CARTER/GRILLAGE/Switch] [Dimensions][Capteurs sécurité/Fin de course/dispositif d'arret d'urgence] [Matière][Tension]
312005151,BAGUE DE ROULEMENT ACIERCK60/C,ME,ME-RO,RO,ME-RO-BAG-002,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
312005153,JOINT TYPE A IX 340/30315/15*1,ME,ME-JO,JO,ME-JO-340-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005156,JOINT TYPE B MOD.V220*34*17MM,ME,ME-JO,JO,ME-JO-220-001,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005164,"""PROTECTION DISC COMP,TWOHALF",SE,SE-PM,PM,SE-PM-PRO-002,PROTECTION MACHINE [Type: CARTER/GRILLAGE/Switch] [Dimensions][Capteurs sécurité/Fin de course/dispositif d'arret d'urgence] [Matière][Tension]
312005170,PROTECTION SHIELD COMP480x230,SE,SE-PM,PM,SE-PM-480-001,PROTECTION MACHINE [Type: CARTER/GRILLAGE/Switch] [Dimensions][Capteurs sécurité/Fin de course/dispositif d'arret d'urgence] [Matière][Tension]
312005171,PROTECTION SHIELD COMP310x66 (,SE,SE-PM,PM,SE-PM-310-001,PROTECTION MACHINE [Type: CARTER/GRILLAGE/Switch] [Dimensions][Capteurs sécurité/Fin de course/dispositif d'arret d'urgence] [Matière][Tension]
312005173,PACKING RING D=90/70x8mm000.00,CS,CS-JG,JG,CS-JG-090-001,
312005191,RIBBED BARRIER TUBE 103.008.54,SE,SE-PM,PM,SE-PM-RIB-001,PROTECTION MACHINE [Type: CARTER/GRILLAGE/Switch] [Dimensions][Capteurs sécurité/Fin de course/dispositif d'arret d'urgence] [Matière][Tension]
312005194,QUARTZ TUBE  000.003.064.074,HY,HY-FL,FL,HY-FL-QUA-001,FLEXIBLE HYDRAULIQUE [type: DN[Diamètre Ø int ] L=[Longueur] [Embouts]
312005202,HEXAGON NUT 0.5 D,ME,ME-VI,VI,ME-VI-HEX-007,VIS [Type: CHC/TH/FHC] M [Diamètre]X[Longueur]en mm [Matiere:Acier/Inox]
312005204,JOINTS DURABLES 152/116,ME,ME-JO,JO,ME-JO-152-004,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005206,GASKET SIGRAFLEX152x67x1.5mm,ME,ME-JO,JO,ME-JO-152-005,JOINT [Type: SPI/O-RING/LEVRE] [Dimensions: IntXExtXEp] [Matière: NBR/FKM]
312005229,CABLE PROFIBUS/6XV1830-0EH10,EL,EL-CA,CA,EL-CA-CAB-007,CABLE [Type] [Nbr Conducteurs]X[Section/mm²] [Matière/Blindage]
312005301,ELEVATOR DRIVE COMPLETE,IN,IN-VA,VA,IN-VA-ELE-001,"VARIATEUR VITESSE [Type: MONO, TRIPHASE] [Puissance/kW]  [Mode: Réseau/Simple][Fabricant]"
312005621,BULB T6.8 - 24V / 50mA,SE,SE-EC,EC,SE-EC-BUL-001,ECLAIRAGE [Type: LED/Halogènes] [Puissance/W] [Tension/V]
312005724,TRANSDUCER ACTIV POWER100V KWZ,EE,EE-CP,CP,EE-CP-TRA-001,CAPTEUR [Type: PROXIMITE/PHOTO] [Signal: PNP/NPN/TOR] [Raccordement]
312005789,"""LEVEL ELECTRODE TYPE-NRG17-11",CS,CS-SC,SC,CS-SC-LEV-002,
312005793,PACKING GLAND DIA 185X60STEEL,CS,CS-JG,JG,CS-JG-185-001,
312006038,6210-2Z SKF SHIELDED DEEP GROOVE BALL BEARING 50X90X20MM,ME,ME-RO,RO,ME-RO-050-001,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
312006039,SNR 22216.EAKW33C3 SPHERICAL ROLLER BEARING SNR,ME,ME-RO,RO,ME-RO-222-003,ROULEMENT [Type: BILLES/ROULEAUX] [Série/Réf] Ø[Intérieur]XØ[Extérieur]X[Épaisseur] [Flasque/Jeu]
312050159,REGULATEUR ELECTRONIC-ATLAS CO,PN,PN-RE,RE,PN-RE-REG-002,REGULATEUR PRESSION [Filetage] [Plage/Bars] [Options: MANOMETRE/FILTRE]
329010001,DIAPHRAGM FOR PUMPTYPE: MTMa 1,HY,HY-PO,PO,HY-PO-001-002,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
329012002,SUCTION VALVEPUMP TYPE MTMa 12,HY,HY-PO,PO,HY-PO-SUC-001,POMPE HYDRAULIQUE [Type:volumetrique/Turbo pompe] [Cylindrée] [Pression Max][type de liquide]
